project_id,work_name,work_type,category,district_id,state_id,constituency_id,contractor_id,agency_id,recommendation_date,sanction_date,target_completion_date,status,project_latitude,project_longitude
MPLADS-001208,Check Dam at Ward-09,Check Dam,Irrigation & Agriculture,DIST-0222,ST-05,PC-0324,CONT-0244,AGENCY-0766,2023-08-28,2023-09-20,2024-02-27,WORK_IN_PROGRESS,24.85397,82.4162
MPLADS-001209,Solar Rooftop Panel at Ward-67,Solar Rooftop Panel,Renewable Energy,DIST-0389,ST-10,PC-0562,CONT-0059,AGENCY-0908,2022-12-07,2022-12-29,2023-02-27,WORK_IN_PROGRESS,18.50972,81.02428
MPLADS-001210,Solar Rooftop Panel at Ward-25,Solar Rooftop Panel,Renewable Energy,DIST-0616,ST-18,PC-0906,CONT-0058,AGENCY-0910,2023-01-31,2023-03-04,2023-05-03,WORK_IN_PROGRESS,29.38422,75.58953
MPLADS-001211,Crematorium Shed at Ward-56,Crematorium Shed,Community Infrastructure,DIST-0006,ST-01,PC-0008,CONT-0014,AGENCY-0549,2023-06-11,2023-07-01,2023-10-29,WORK_IN_PROGRESS,29.26038,79.91027
MPLADS-001212,Multi-Village Hospital Block at Ward-33,Multi-Village Hospital Block,Mega Infrastructure,DIST-0551,ST-16,PC-0809,CONT-0080,AGENCY-0213,2022-01-10,2022-03-08,2023-04-12,WORK_IN_PROGRESS,31.20704,76.31905
MPLADS-001213,Piped Water Network at Ward-33,Piped Water Network,Drinking Water,DIST-0040,ST-01,PC-0059,CONT-0217,AGENCY-0034,2022-01-17,2022-03-09,2022-06-07,COMPLETED,27.69053,80.42509
MPLADS-001214,Community Tank at Ward-39,Community Tank,Drinking Water,DIST-0437,ST-12,PC-0638,CONT-0229,AGENCY-0434,2022-12-15,2023-01-03,2023-04-03,WORK_IN_PROGRESS,17.61383,79.90781
MPLADS-001215,CC Road Construction at Ward-74,CC Road Construction,Roads & Bridges,DIST-0405,ST-10,PC-0589,CONT-0076,AGENCY-0096,2023-10-30,2023-11-14,2024-05-12,WORK_IN_PROGRESS,16.84926,81.72025
MPLADS-001216,Deep Tube Well at Ward-76,Deep Tube Well,Drinking Water,DIST-0579,ST-17,PC-0855,CONT-0058,AGENCY-1196,2022-11-17,2022-12-22,2023-03-22,WORK_IN_PROGRESS,18.58204,82.05366
MPLADS-001217,RO Water Plant at Ward-97,RO Water Plant,Drinking Water,DIST-0123,ST-03,PC-0179,CONT-0027,AGENCY-0472,2022-03-20,2022-04-30,2022-07-29,WORK_IN_PROGRESS,24.57772,84.61678
MPLADS-001218,Ambulance Vehicle at Ward-18,Ambulance Vehicle,Public Health,DIST-0375,ST-09,PC-0542,CONT-0079,AGENCY-0570,2022-02-04,2022-03-19,2022-10-15,WORK_IN_PROGRESS,21.51545,71.24138
MPLADS-001219,Lift Irrigation Scheme at Ward-26,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0538,ST-15,PC-0790,CONT-0043,AGENCY-1127,2022-12-02,2023-01-18,2023-06-27,WORK_IN_PROGRESS,27.68007,93.39621
MPLADS-001220,Library Room at Ward-62,Library Room,Education Infrastructure,DIST-0195,ST-05,PC-0279,CONT-0040,AGENCY-0294,2023-06-23,2023-07-12,2023-12-09,WORK_IN_PROGRESS,22.38828,75.92297
MPLADS-001221,Lift Irrigation Scheme at Ward-92,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0522,ST-15,PC-0765,CONT-0104,AGENCY-0251,2022-07-19,2022-08-16,2023-01-23,WORK_IN_PROGRESS,27.00295,95.9241
MPLADS-001222,School Boundary Wall at Ward-35,School Boundary Wall,Education Infrastructure,DIST-0433,ST-11,PC-0631,CONT-0001,AGENCY-0648,2022-01-17,2022-03-15,2022-08-12,COMPLETED,21.05375,86.93867
MPLADS-001223,Public Toilet Complex at Ward-50,Public Toilet Complex,Community Infrastructure,DIST-0449,ST-12,PC-0653,CONT-0098,AGENCY-0816,2022-02-08,2022-03-21,2022-07-19,WORK_IN_PROGRESS,16.75365,81.11431
MPLADS-001224,Lift Irrigation Scheme at Ward-11,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0252,ST-06,PC-0366,CONT-0040,AGENCY-0374,2023-05-02,2023-06-21,2023-11-28,WORK_IN_PROGRESS,10.93913,80.12818
MPLADS-001225,Paver Block Road at Ward-52,Paver Block Road,Roads & Bridges,DIST-0308,ST-07,PC-0453,CONT-0308,AGENCY-0520,2022-03-27,2022-05-06,2022-11-02,WORK_IN_PROGRESS,24.22785,72.24668
MPLADS-001226,Public Toilet Complex at Ward-55,Public Toilet Complex,Community Infrastructure,DIST-0515,ST-15,PC-0752,CONT-0299,AGENCY-0023,2022-05-19,2022-07-06,2022-11-03,WORK_IN_PROGRESS,25.8261,92.83435
MPLADS-001227,Multi-Village Hospital Block at Ward-49,Multi-Village Hospital Block,Mega Infrastructure,DIST-0382,ST-10,PC-0552,CONT-0057,AGENCY-0520,2023-09-22,2023-10-28,2024-12-01,COMPLETED,16.57233,82.81101
MPLADS-001228,District Sports Complex at Ward-53,District Sports Complex,Mega Infrastructure,DIST-0054,ST-01,PC-0081,CONT-0131,AGENCY-0250,2022-12-10,2023-01-03,2024-02-07,WORK_IN_PROGRESS,26.71679,78.60917
MPLADS-001229,Public Toilet Complex at Ward-91,Public Toilet Complex,Community Infrastructure,DIST-0222,ST-05,PC-0323,CONT-0139,AGENCY-0577,2023-04-19,2023-05-10,2023-09-07,WORK_IN_PROGRESS,24.84118,82.36595
MPLADS-001230,Major River Overbridge at Ward-40,Major River Overbridge,Mega Infrastructure,DIST-0048,ST-01,PC-0070,CONT-0094,AGENCY-0476,2023-08-05,2023-09-04,2024-10-08,WORK_IN_PROGRESS,27.90042,82.98365
MPLADS-001231,Check Dam at Ward-98,Check Dam,Irrigation & Agriculture,DIST-0231,ST-06,PC-0337,CONT-0217,AGENCY-0455,2023-11-06,2023-12-03,2024-05-11,COMPLETED,13.38649,77.15822
MPLADS-001232,CC Road Construction at Ward-50,CC Road Construction,Roads & Bridges,DIST-0495,ST-14,PC-0723,CONT-0153,AGENCY-0744,2023-11-09,2023-12-29,2024-06-26,WORK_IN_PROGRESS,22.83939,84.65661
MPLADS-001233,Lift Irrigation Scheme at Ward-13,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0338,ST-08,PC-0493,CONT-0198,AGENCY-0988,2023-08-21,2023-10-04,2024-03-12,WORK_IN_PROGRESS,17.53373,76.7475
MPLADS-001234,Major River Overbridge at Ward-61,Major River Overbridge,Mega Infrastructure,DIST-0174,ST-05,PC-0246,CONT-0138,AGENCY-0514,2023-03-03,2023-04-01,2024-05-05,WORK_IN_PROGRESS,21.65591,77.80537
MPLADS-001235,Community Tank at Ward-54,Community Tank,Drinking Water,DIST-0348,ST-09,PC-0507,CONT-0308,AGENCY-0412,2023-06-06,2023-06-21,2023-09-19,WORK_IN_PROGRESS,20.69857,72.38302
MPLADS-001236,Crematorium Shed at Ward-91,Crematorium Shed,Community Infrastructure,DIST-0505,ST-14,PC-0735,CONT-0066,AGENCY-0171,2022-09-12,2022-10-26,2023-02-23,WORK_IN_PROGRESS,23.9492,86.472
MPLADS-001237,Maternity Ward Facility at Ward-23,Maternity Ward Facility,Public Health,DIST-0537,ST-15,PC-0789,CONT-0187,AGENCY-0143,2022-11-08,2022-12-06,2023-07-04,COMPLETED,26.1669,94.14791
MPLADS-001238,Public Toilet Complex at Ward-56,Public Toilet Complex,Community Infrastructure,DIST-0411,ST-11,PC-0599,CONT-0010,AGENCY-0627,2023-05-27,2023-06-29,2023-10-27,WORK_IN_PROGRESS,19.88725,82.5294
MPLADS-001239,CC Road Construction at Ward-28,CC Road Construction,Roads & Bridges,DIST-0075,ST-01,PC-0108,CONT-0163,AGENCY-1097,2023-05-15,2023-06-12,2023-12-09,WORK_IN_PROGRESS,26.72548,78.06082
MPLADS-001240,Lift Irrigation Scheme at Ward-60,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0330,ST-08,PC-0482,CONT-0116,AGENCY-0962,2022-01-15,2022-02-17,2022-07-27,WORK_IN_PROGRESS,13.87934,74.6276
MPLADS-001241,Public Toilet Complex at Ward-05,Public Toilet Complex,Community Infrastructure,DIST-0103,ST-02,PC-0147,CONT-0061,AGENCY-0395,2023-09-16,2023-11-12,2024-03-11,WORK_IN_PROGRESS,17.48422,76.91136
MPLADS-001242,Solar Rooftop Panel at Ward-77,Solar Rooftop Panel,Renewable Energy,DIST-0337,ST-08,PC-0492,CONT-0102,AGENCY-0197,2022-03-01,2022-04-07,2022-06-06,WORK_IN_PROGRESS,13.79612,75.12021
MPLADS-001243,Piped Water Network at Ward-21,Piped Water Network,Drinking Water,DIST-0231,ST-06,PC-0337,CONT-0063,AGENCY-1097,2023-07-24,2023-08-24,2023-11-22,WORK_IN_PROGRESS,13.36588,77.13481
MPLADS-001244,Smart Classroom Lab at Ward-14,Smart Classroom Lab,Education Infrastructure,DIST-0333,ST-08,PC-0486,CONT-0030,AGENCY-0341,2023-03-20,2023-04-05,2023-09-02,WORK_IN_PROGRESS,12.20807,76.76741
MPLADS-001245,Farm Pond Renovation at Ward-88,Farm Pond Renovation,Irrigation & Agriculture,DIST-0554,ST-16,PC-0814,CONT-0205,AGENCY-0988,2023-04-29,2023-06-25,2023-12-02,WORK_IN_PROGRESS,31.17595,75.00119
MPLADS-001246,Solar High-Mast Light at Ward-38,Solar High-Mast Light,Renewable Energy,DIST-0533,ST-15,PC-0782,CONT-0298,AGENCY-1101,2022-11-19,2023-01-07,2023-03-08,WORK_IN_PROGRESS,26.28161,95.85594
MPLADS-001247,Solar Rooftop Panel at Ward-23,Solar Rooftop Panel,Renewable Energy,DIST-0053,ST-01,PC-0078,CONT-0198,AGENCY-0292,2022-09-17,2022-10-04,2022-12-03,WORK_IN_PROGRESS,26.56794,80.48532
MPLADS-001248,Solar Street Lighting at Ward-83,Solar Street Lighting,Renewable Energy,DIST-0139,ST-03,PC-0199,CONT-0225,AGENCY-0521,2022-05-03,2022-05-28,2022-07-27,WORK_IN_PROGRESS,27.0227,84.53682
MPLADS-001249,School Additional Classroom at Ward-65,School Additional Classroom,Education Infrastructure,DIST-0293,ST-07,PC-0428,CONT-0272,AGENCY-0483,2023-06-19,2023-08-12,2024-01-09,WORK_IN_PROGRESS,27.22736,73.10637
MPLADS-001250,Culvert Bridge at Ward-73,Culvert Bridge,Roads & Bridges,DIST-0292,ST-07,PC-0427,CONT-0079,AGENCY-0297,2023-04-29,2023-06-02,2023-11-29,WORK_IN_PROGRESS,24.82415,76.88337
MPLADS-001251,Paver Block Road at Ward-97,Paver Block Road,Roads & Bridges,DIST-0103,ST-02,PC-0147,CONT-0065,AGENCY-0503,2023-10-07,2023-11-26,2024-05-24,WORK_IN_PROGRESS,17.44134,76.98368
MPLADS-001252,Ayurvedic Dispensary at Ward-42,Ayurvedic Dispensary,Public Health,DIST-0084,ST-02,PC-0124,CONT-0231,AGENCY-0297,2022-06-13,2022-08-01,2023-02-27,WORK_IN_PROGRESS,18.55702,77.91591
MPLADS-001253,Check Dam at Ward-92,Check Dam,Irrigation & Agriculture,DIST-0076,ST-02,PC-0110,CONT-0184,AGENCY-0272,2022-09-30,2022-11-19,2023-04-28,WORK_IN_PROGRESS,16.33682,75.4503
MPLADS-001254,School Boundary Wall at Ward-29,School Boundary Wall,Education Infrastructure,DIST-0470,ST-13,PC-0686,CONT-0100,AGENCY-1009,2022-09-21,2022-11-12,2023-04-11,COMPLETED,10.55175,75.45743
MPLADS-001255,Bituminous Road at Ward-38,Bituminous Road,Roads & Bridges,DIST-0483,ST-14,PC-0705,CONT-0210,AGENCY-0399,2022-09-12,2022-09-30,2023-03-29,WORK_IN_PROGRESS,22.3873,87.26498
MPLADS-001256,Ayurvedic Dispensary at Ward-26,Ayurvedic Dispensary,Public Health,DIST-0551,ST-16,PC-0809,CONT-0283,AGENCY-0951,2023-02-26,2023-04-19,2023-11-15,WORK_IN_PROGRESS,31.31011,76.31746
MPLADS-001257,Check Dam at Ward-79,Check Dam,Irrigation & Agriculture,DIST-0316,ST-08,PC-0463,CONT-0256,AGENCY-0897,2023-04-20,2023-06-13,2023-11-20,COMPLETED,14.67176,77.67972
MPLADS-001258,Farm Pond Renovation at Ward-10,Farm Pond Renovation,Irrigation & Agriculture,DIST-0520,ST-15,PC-0761,CONT-0181,AGENCY-1195,2023-06-21,2023-08-04,2024-01-11,WORK_IN_PROGRESS,26.31101,92.14176
MPLADS-001259,Farm Pond Renovation at Ward-55,Farm Pond Renovation,Irrigation & Agriculture,DIST-0275,ST-07,PC-0403,CONT-0171,AGENCY-0524,2023-01-14,2023-03-08,2023-08-15,WORK_IN_PROGRESS,27.34903,71.36704
MPLADS-001260,Solar Street Lighting at Ward-87,Solar Street Lighting,Renewable Energy,DIST-0317,ST-08,PC-0465,CONT-0081,AGENCY-0947,2022-03-22,2022-04-18,2022-06-17,WORK_IN_PROGRESS,16.97129,75.90542
MPLADS-001261,Public Toilet Complex at Ward-45,Public Toilet Complex,Community Infrastructure,DIST-0227,ST-05,PC-0331,CONT-0214,AGENCY-0768,2022-12-23,2023-02-06,2023-06-06,WORK_IN_PROGRESS,22.95665,77.65412
MPLADS-001262,Deep Tube Well at Ward-87,Deep Tube Well,Drinking Water,DIST-0215,ST-05,PC-0313,CONT-0243,AGENCY-0114,2023-10-30,2023-12-11,2024-03-10,COMPLETED,22.28718,74.33888
MPLADS-001263,Lift Irrigation Scheme at Ward-91,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0420,ST-11,PC-0613,CONT-0199,AGENCY-0220,2023-01-10,2023-02-01,2023-07-11,COMPLETED,21.41233,84.51633
MPLADS-001264,Maternity Ward Facility at Ward-07,Maternity Ward Facility,Public Health,DIST-0143,ST-03,PC-0204,CONT-0091,AGENCY-1128,2023-05-30,2023-06-22,2024-01-18,COMPLETED,25.48331,83.94827
MPLADS-001265,Bituminous Road at Ward-67,Bituminous Road,Roads & Bridges,DIST-0387,ST-10,PC-0560,CONT-0252,AGENCY-0814,2023-11-21,2024-01-12,2024-07-10,WORK_IN_PROGRESS,17.55986,76.63046
MPLADS-001266,Maternity Ward Facility at Ward-91,Maternity Ward Facility,Public Health,DIST-0002,ST-01,PC-0004,CONT-0293,AGENCY-0716,2023-11-04,2023-12-20,2024-07-17,WORK_IN_PROGRESS,26.43406,84.00489
MPLADS-001267,Major River Overbridge at Ward-44,Major River Overbridge,Mega Infrastructure,DIST-0082,ST-02,PC-0121,CONT-0179,AGENCY-0552,2023-10-17,2023-11-02,2024-12-06,WORK_IN_PROGRESS,19.97286,74.09014
MPLADS-001268,Deep Tube Well at Ward-58,Deep Tube Well,Drinking Water,DIST-0071,ST-01,PC-0103,CONT-0285,AGENCY-1186,2022-06-05,2022-06-29,2022-09-27,COMPLETED,24.31057,77.74932
MPLADS-001269,Ayurvedic Dispensary at Ward-55,Ayurvedic Dispensary,Public Health,DIST-0572,ST-17,PC-0844,CONT-0154,AGENCY-0722,2022-10-09,2022-11-08,2023-06-06,COMPLETED,22.91885,82.74081
MPLADS-001270,Farm Pond Renovation at Ward-27,Farm Pond Renovation,Irrigation & Agriculture,DIST-0076,ST-02,PC-0109,CONT-0303,AGENCY-1210,2023-02-25,2023-04-17,2023-09-24,WORK_IN_PROGRESS,16.44043,75.40758
MPLADS-001271,Culvert Bridge at Ward-72,Culvert Bridge,Roads & Bridges,DIST-0071,ST-01,PC-0103,CONT-0295,AGENCY-0812,2022-08-05,2022-09-01,2023-02-28,WORK_IN_PROGRESS,24.35439,77.75714
MPLADS-001272,Paver Block Road at Ward-31,Paver Block Road,Roads & Bridges,DIST-0214,ST-05,PC-0312,CONT-0022,AGENCY-0543,2022-08-22,2022-10-13,2023-04-11,WORK_IN_PROGRESS,22.1137,79.60273
MPLADS-001273,District Sports Complex at Ward-05,District Sports Complex,Mega Infrastructure,DIST-0180,ST-05,PC-0253,CONT-0140,AGENCY-0160,2023-05-03,2023-06-14,2024-07-18,WORK_IN_PROGRESS,24.66835,80.87102
MPLADS-001274,Farm Pond Renovation at Ward-36,Farm Pond Renovation,Irrigation & Agriculture,DIST-0001,ST-01,PC-0001,CONT-0267,AGENCY-1139,2022-10-23,2022-12-21,2023-05-30,WORK_IN_PROGRESS,28.97327,80.26787
MPLADS-001275,Community Tank at Ward-57,Community Tank,Drinking Water,DIST-0396,ST-10,PC-0574,CONT-0043,AGENCY-0277,2023-11-09,2023-12-28,2024-03-27,COMPLETED,14.59631,80.22129
MPLADS-001276,Bituminous Road at Ward-90,Bituminous Road,Roads & Bridges,DIST-0027,ST-01,PC-0039,CONT-0025,AGENCY-0483,2023-06-10,2023-08-01,2024-01-28,WORK_IN_PROGRESS,29.23334,80.55772
MPLADS-001277,Bituminous Road at Ward-56,Bituminous Road,Roads & Bridges,DIST-0574,ST-17,PC-0846,CONT-0242,AGENCY-0241,2022-10-27,2022-12-19,2023-06-17,WORK_IN_PROGRESS,19.62151,82.71304
MPLADS-001278,School Additional Classroom at Ward-94,School Additional Classroom,Education Infrastructure,DIST-0571,ST-17,PC-0843,CONT-0306,AGENCY-1060,2023-09-22,2023-11-11,2024-04-09,WORK_IN_PROGRESS,23.9208,81.35716
MPLADS-001279,Check Dam at Ward-78,Check Dam,Irrigation & Agriculture,DIST-0079,ST-02,PC-0116,CONT-0251,AGENCY-0775,2022-02-11,2022-03-19,2022-08-26,WORK_IN_PROGRESS,20.72744,78.8081
MPLADS-001280,District Sports Complex at Ward-72,District Sports Complex,Mega Infrastructure,DIST-0419,ST-11,PC-0612,CONT-0031,AGENCY-0250,2023-06-11,2023-07-03,2024-08-06,WORK_IN_PROGRESS,18.85304,83.20118
MPLADS-001281,Solar Street Lighting at Ward-62,Solar Street Lighting,Renewable Energy,DIST-0051,ST-01,PC-0074,CONT-0277,AGENCY-0003,2023-11-20,2023-12-15,2024-02-13,WORK_IN_PROGRESS,29.69597,82.36235
MPLADS-001282,Piped Water Network at Ward-56,Piped Water Network,Drinking Water,DIST-0451,ST-12,PC-0657,CONT-0052,AGENCY-0439,2022-01-03,2022-02-26,2022-05-27,WORK_IN_PROGRESS,15.96682,81.15952
MPLADS-001283,Solar High-Mast Light at Ward-42,Solar High-Mast Light,Renewable Energy,DIST-0064,ST-01,PC-0093,CONT-0239,AGENCY-0949,2022-07-06,2022-08-19,2022-10-18,WORK_IN_PROGRESS,26.20918,83.31389
MPLADS-001284,Farm Pond Renovation at Ward-70,Farm Pond Renovation,Irrigation & Agriculture,DIST-0407,ST-11,PC-0593,CONT-0243,AGENCY-0290,2023-01-02,2023-01-22,2023-07-01,WORK_IN_PROGRESS,21.20404,83.66082
MPLADS-001285,Solar Rooftop Panel at Ward-71,Solar Rooftop Panel,Renewable Energy,DIST-0481,ST-13,PC-0703,CONT-0122,AGENCY-0292,2022-08-04,2022-09-21,2022-11-20,COMPLETED,9.15176,77.08893
MPLADS-001286,Maternity Ward Facility at Ward-86,Maternity Ward Facility,Public Health,DIST-0490,ST-14,PC-0715,CONT-0312,AGENCY-0663,2023-01-19,2023-02-03,2023-09-01,WORK_IN_PROGRESS,24.21524,85.01652
MPLADS-001287,Solar High-Mast Light at Ward-83,Solar High-Mast Light,Renewable Energy,DIST-0025,ST-01,PC-0036,CONT-0004,AGENCY-0492,2023-03-03,2023-04-30,2023-06-29,WORK_IN_PROGRESS,28.85439,77.99213
MPLADS-001288,Library Room at Ward-47,Library Room,Education Infrastructure,DIST-0506,ST-14,PC-0738,CONT-0087,AGENCY-0461,2022-12-10,2023-01-13,2023-06-12,WORK_IN_PROGRESS,22.25432,86.17897
MPLADS-001289,Public Toilet Complex at Ward-39,Public Toilet Complex,Community Infrastructure,DIST-0322,ST-08,PC-0471,CONT-0113,AGENCY-0863,2022-05-15,2022-06-28,2022-10-26,WORK_IN_PROGRESS,13.10895,74.16967
MPLADS-001290,Solar Rooftop Panel at Ward-03,Solar Rooftop Panel,Renewable Energy,DIST-0140,ST-03,PC-0200,CONT-0171,AGENCY-0376,2022-05-19,2022-07-04,2022-09-02,WORK_IN_PROGRESS,27.24223,83.43037
MPLADS-001291,Solar High-Mast Light at Ward-39,Solar High-Mast Light,Renewable Energy,DIST-0619,ST-18,PC-0912,CONT-0138,AGENCY-0951,2023-07-13,2023-08-27,2023-10-26,WORK_IN_PROGRESS,30.67819,75.62694
MPLADS-001292,Maternity Ward Facility at Ward-64,Maternity Ward Facility,Public Health,DIST-0585,ST-17,PC-0863,CONT-0024,AGENCY-0890,2023-05-13,2023-07-08,2024-02-03,WORK_IN_PROGRESS,23.19064,82.68416
MPLADS-001293,District Sports Complex at Ward-51,District Sports Complex,Mega Infrastructure,DIST-0292,ST-07,PC-0427,CONT-0028,AGENCY-0250,2022-07-10,2022-08-15,2023-09-19,COMPLETED,24.82689,76.86951
MPLADS-001294,Solar Rooftop Panel at Ward-74,Solar Rooftop Panel,Renewable Energy,DIST-0197,ST-05,PC-0283,CONT-0289,AGENCY-1024,2022-11-27,2022-12-14,2023-02-12,WORK_IN_PROGRESS,26.09033,76.76988
MPLADS-001295,Multi-Village Hospital Block at Ward-23,Multi-Village Hospital Block,Mega Infrastructure,DIST-0411,ST-11,PC-0600,CONT-0245,AGENCY-0496,2023-04-08,2023-06-02,2024-07-06,WORK_IN_PROGRESS,19.98674,82.67044
MPLADS-001296,Paver Block Road at Ward-01,Paver Block Road,Roads & Bridges,DIST-0442,ST-12,PC-0644,CONT-0241,AGENCY-0202,2022-01-25,2022-02-10,2022-08-09,WORK_IN_PROGRESS,16.08696,80.07091
MPLADS-001297,Check Dam at Ward-03,Check Dam,Irrigation & Agriculture,DIST-0118,ST-03,PC-0171,CONT-0154,AGENCY-0021,2023-08-31,2023-10-06,2024-03-14,WORK_IN_PROGRESS,26.47711,87.61587
MPLADS-001298,Solar High-Mast Light at Ward-29,Solar High-Mast Light,Renewable Energy,DIST-0521,ST-15,PC-0762,CONT-0225,AGENCY-0614,2022-06-04,2022-07-05,2022-09-03,COMPLETED,25.12093,93.86782
MPLADS-001299,Piped Water Network at Ward-98,Piped Water Network,Drinking Water,DIST-0044,ST-01,PC-0064,CONT-0126,AGENCY-0033,2022-10-23,2022-11-18,2023-02-16,WORK_IN_PROGRESS,24.81323,83.31722
MPLADS-001300,Deep Tube Well at Ward-57,Deep Tube Well,Drinking Water,DIST-0245,ST-06,PC-0356,CONT-0266,AGENCY-0436,2023-01-16,2023-03-03,2023-06-01,WORK_IN_PROGRESS,12.00402,76.21364
MPLADS-001301,Lift Irrigation Scheme at Ward-83,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0455,ST-12,PC-0664,CONT-0107,AGENCY-1060,2023-04-12,2023-05-22,2023-10-29,WORK_IN_PROGRESS,17.23065,78.61149
MPLADS-001302,Primary Health Sub-Centre at Ward-21,Primary Health Sub-Centre,Public Health,DIST-0505,ST-14,PC-0735,CONT-0035,AGENCY-0274,2023-10-09,2023-12-05,2024-07-02,WORK_IN_PROGRESS,23.88869,86.47377
MPLADS-001303,CC Road Construction at Ward-88,CC Road Construction,Roads & Bridges,DIST-0166,ST-04,PC-0236,CONT-0197,AGENCY-0595,2022-12-15,2023-01-29,2023-07-28,WORK_IN_PROGRESS,24.09569,87.10974
MPLADS-001304,Major River Overbridge at Ward-88,Major River Overbridge,Mega Infrastructure,DIST-0132,ST-03,PC-0191,CONT-0253,AGENCY-0712,2023-11-20,2023-12-05,2025-01-08,WORK_IN_PROGRESS,26.74344,83.58307
MPLADS-001305,Bituminous Road at Ward-23,Bituminous Road,Roads & Bridges,DIST-0125,ST-03,PC-0181,CONT-0031,AGENCY-1041,2022-01-08,2022-02-14,2022-08-13,DELAYED,26.95053,84.28042
MPLADS-001306,School Additional Classroom at Ward-86,School Additional Classroom,Education Infrastructure,DIST-0511,ST-15,PC-0745,CONT-0150,AGENCY-0330,2023-05-19,2023-06-11,2023-11-08,WORK_IN_PROGRESS,27.1441,95.03647
MPLADS-001307,Check Dam at Ward-92,Check Dam,Irrigation & Agriculture,DIST-0535,ST-15,PC-0785,CONT-0147,AGENCY-0158,2022-04-22,2022-06-01,2022-11-08,WORK_IN_PROGRESS,25.76321,90.88816
MPLADS-001308,Public Toilet Complex at Ward-58,Public Toilet Complex,Community Infrastructure,DIST-0457,ST-12,PC-0667,CONT-0132,AGENCY-1232,2022-12-08,2023-02-01,2023-06-01,WORK_IN_PROGRESS,18.03515,80.02993
MPLADS-001309,Community Tank at Ward-13,Community Tank,Drinking Water,DIST-0480,ST-13,PC-0701,CONT-0112,AGENCY-0047,2022-01-08,2022-03-04,2022-06-02,WORK_IN_PROGRESS,9.58639,75.04966
MPLADS-001310,Paver Block Road at Ward-87,Paver Block Road,Roads & Bridges,DIST-0163,ST-04,PC-0231,CONT-0223,AGENCY-1058,2023-09-22,2023-11-09,2024-05-07,WORK_IN_PROGRESS,24.8591,88.88135
MPLADS-001311,Community Hall at Ward-72,Community Hall,Community Infrastructure,DIST-0526,ST-15,PC-0771,CONT-0283,AGENCY-0486,2023-09-04,2023-10-12,2024-02-09,WORK_IN_PROGRESS,25.77902,93.10588
MPLADS-001312,RO Water Plant at Ward-80,RO Water Plant,Drinking Water,DIST-0048,ST-01,PC-0070,CONT-0245,AGENCY-0435,2023-05-20,2023-06-13,2023-09-11,WORK_IN_PROGRESS,27.90433,83.03312
MPLADS-001313,Ambulance Vehicle at Ward-81,Ambulance Vehicle,Public Health,DIST-0014,ST-01,PC-0020,CONT-0085,AGENCY-0224,2023-03-11,2023-04-10,2023-11-06,WORK_IN_PROGRESS,28.6596,80.31197
MPLADS-001314,School Additional Classroom at Ward-34,School Additional Classroom,Education Infrastructure,DIST-0279,ST-07,PC-0408,CONT-0193,AGENCY-0343,2023-01-16,2023-02-04,2023-07-04,WORK_IN_PROGRESS,26.66264,69.83023
MPLADS-001315,Culvert Bridge at Ward-25,Culvert Bridge,Roads & Bridges,DIST-0363,ST-09,PC-0527,CONT-0102,AGENCY-1062,2023-09-27,2023-10-21,2024-04-18,COMPLETED,23.59181,73.746
MPLADS-001316,Community Hall at Ward-05,Community Hall,Community Infrastructure,DIST-0086,ST-02,PC-0126,CONT-0027,AGENCY-0902,2022-05-15,2022-06-09,2022-10-07,WORK_IN_PROGRESS,17.10158,76.99494
MPLADS-001317,Solar Street Lighting at Ward-19,Solar Street Lighting,Renewable Energy,DIST-0281,ST-07,PC-0412,CONT-0288,AGENCY-0782,2023-03-21,2023-04-09,2023-06-08,WORK_IN_PROGRESS,27.06069,71.2699
MPLADS-001318,Piped Water Network at Ward-23,Piped Water Network,Drinking Water,DIST-0490,ST-14,PC-0715,CONT-0254,AGENCY-0509,2022-09-13,2022-11-11,2023-02-09,WORK_IN_PROGRESS,24.33958,84.99182
MPLADS-001319,Ayurvedic Dispensary at Ward-58,Ayurvedic Dispensary,Public Health,DIST-0253,ST-06,PC-0369,CONT-0138,AGENCY-0574,2023-02-12,2023-03-08,2023-10-04,WORK_IN_PROGRESS,11.02156,76.51322
MPLADS-001320,Community Tank at Ward-62,Community Tank,Drinking Water,DIST-0055,ST-01,PC-0082,CONT-0246,AGENCY-0929,2023-09-28,2023-11-25,2024-02-23,COMPLETED,27.69791,82.22675
MPLADS-001321,Solar High-Mast Light at Ward-14,Solar High-Mast Light,Renewable Energy,DIST-0093,ST-02,PC-0135,CONT-0106,AGENCY-0040,2022-01-25,2022-03-13,2022-05-12,WORK_IN_PROGRESS,19.04703,75.64909
